0am Food Checkin,4am Food Checkin,8am Food Checkin,12pm Food Checkin,4pm Food Checkin,8pm Food Checkin,0am Food Truck Checkin,4am Food Truck Checkin,8am Food Truck Checkin,12pm Food Truck Checkin,4pm Food Truck Checkin,8pm Food Truck Checkin,0am No Food Checkin,4am No Food Checkin,8am No Food Checkin,12pm No Food Checkin,4pm No Food Checkin,8pm No Food Checkin,Cater,Credit Card,Delivery,Drive-thru,Food Review,Food Truck Num,Food Truck Review,Food: 1 Price,Food: 2 Price,Food: 3 Price,Food: 4 Price ,Food: 1 Star,Food: 2 Star,Food: 3 Star,Food: 4 Star,Food: 5 Star,Good for Groups,Good for Kids,No Food Review,No Food: 1 Price,No Food: 2 Price,No Food: 3 Price,No Food: 4 Price,No Food: 1 Star,No Food: 2 Star,No Food: 3 Star,No Food: 4 Star,No Food: 5 Star,Noise: Average,Noise: Loud,Noise: Quiet,Outdoor Seating,Parking: Garage,Parking: Lot,Parking: Street,Parking: Valet,Parking: Validated,Reservation,Takeout,Waiter Service,Wi-Fi
74,141,1142,1709,2633,720,1,0,19,43,17,9,45,229,1187,1316,1402,360,14,45,8,6,2345,1,22,31,16,0,0,0,4,10,26,9,43,3,1487,27,38,4,2,2,5,26,46,72,29,0,11,13,1,31,0,0,0,0,47,20,37
145,231,2469,3645,5168,1727,1,7,259,514,80,20,141,643,2236,3492,3368,817,36,93,19,13,4221,5,172,51,42,1,0,0,6,25,56,8,87,8,2310,46,59,11,1,4,21,57,82,53,54,5,22,34,0,58,0,0,0,0,90,52,74
6,170,1451,1124,1744,427,0,0,2,14,5,0,14,166,536,425,513,120,10,25,3,2,1817,3,26,19,9,0,0,0,1,6,17,6,22,3,603,10,8,1,1,1,5,13,29,28,15,1,9,14,0,20,1,0,0,0,28,13,23
20,43,325,489,498,119,0,0,0,0,0,0,55,254,1348,1968,1808,507,6,33,1,6,668,2,20,24,9,0,0,0,4,12,18,2,31,2,988,9,17,3,1,0,10,19,38,25,16,2,8,10,0,15,0,0,0,0,34,9,22
122,122,1058,1481,1910,605,0,38,154,83,50,6,81,727,1636,1317,1099,544,20,62,14,6,1695,6,121,46,12,0,1,0,5,20,32,8,45,7,1069,23,41,3,1,4,12,32,44,46,30,4,16,20,0,36,1,0,0,0,61,26,42
209,155,1587,1859,2232,1120,0,0,25,93,61,19,112,902,2390,3008,3336,1277,20,40,8,2,2068,2,82,25,15,0,0,0,4,6,27,3,37,6,2463,30,39,6,1,4,9,38,57,75,24,1,13,17,0,29,0,0,0,0,40,21,31
101,334,3065,4225,4039,1274,0,64,238,125,33,7,85,1362,3888,4292,3879,654,26,51,14,5,3136,5,96,33,17,1,0,0,0,12,35,4,47,4,2609,14,49,17,3,1,13,46,69,87,39,3,9,37,0,34,0,0,0,0,50,25,45
11,49,219,310,497,144,0,0,0,0,0,0,14,198,274,187,237,132,5,27,5,1,468,0,0,15,11,0,0,0,0,8,18,2,23,1,247,5,5,1,0,3,5,3,15,19,14,0,8,11,0,13,1,0,0,0,26,16,19
50,63,398,531,774,191,0,0,4,4,3,1,78,301,767,869,737,245,7,17,1,2,411,2,15,10,6,0,0,0,0,5,11,2,16,0,406,7,11,3,0,2,2,11,15,15,12,2,1,9,0,8,0,0,0,0,17,5,14
29,23,525,543,382,131,0,0,0,0,0,0,4,139,351,325,259,79,7,28,8,2,657,0,0,25,5,1,0,0,4,6,18,3,22,2,330,11,9,0,1,1,3,11,12,16,10,2,10,4,0,12,1,0,0,0,29,13,20
1525,332,5283,9104,12150,6361,38,44,404,550,235,58,718,2008,5252,6515,8832,4809,44,131,23,7,9889,10,308,83,51,1,0,0,8,42,80,9,112,24,5695,37,73,16,1,6,19,44,85,95,74,20,23,102,16,57,44,2,2,0,132,64,99
49,155,1071,1730,3456,876,0,1,62,89,28,11,30,332,1177,1854,1709,512,19,52,3,3,1723,3,45,20,32,2,0,0,3,25,22,6,48,0,924,18,28,7,0,0,17,26,42,30,33,5,9,23,0,38,1,0,0,0,50,32,39
19,23,93,237,509,191,0,0,0,0,0,0,12,79,188,132,178,35,2,6,0,1,192,0,0,3,4,0,0,0,0,3,4,1,6,0,210,3,5,2,0,0,0,6,9,14,2,1,3,5,0,5,0,0,0,0,7,3,5
5,2,31,47,151,28,0,0,0,0,0,0,0,7,28,15,5,1,2,5,0,0,126,0,0,2,3,0,0,0,1,2,2,0,5,1,150,2,0,1,0,0,0,2,5,11,1,0,1,3,0,2,0,0,0,0,5,3,2
118,188,4304,6107,9091,3092,4,1,168,173,71,21,348,1486,2860,3862,3928,2002,22,50,8,5,6844,5,140,30,21,0,0,0,4,9,31,8,42,14,3969,37,58,17,5,1,6,29,74,83,33,2,11,22,0,39,4,5,0,0,51,32,39
21,192,1253,1296,1826,516,1,23,51,30,8,3,54,305,921,1277,1140,608,16,44,9,1,1726,2,33,20,23,0,0,0,0,11,28,5,39,1,1037,15,18,2,0,0,6,15,34,30,25,2,12,22,0,28,0,0,0,0,42,25,28
64,83,1843,2676,3550,952,0,0,0,0,0,0,155,423,1622,2475,3128,879,18,54,5,7,2556,0,0,39,15,0,0,0,3,12,31,11,48,3,1587,21,27,5,1,1,6,27,49,48,31,1,10,18,0,38,1,0,0,0,53,27,34
0,47,213,149,159,32,0,0,0,0,0,0,5,42,275,389,337,68,4,11,2,0,250,0,0,8,3,0,0,0,1,2,7,1,10,0,341,0,10,2,0,0,1,6,12,13,8,0,2,6,0,4,0,0,0,0,11,5,8
45,297,1891,2097,2122,460,1,32,164,158,11,4,52,584,1569,1657,1202,352,19,46,5,12,1577,4,117,33,12,0,0,0,1,17,21,9,40,3,1188,12,18,2,0,2,10,24,40,48,28,0,11,15,0,26,0,0,0,0,45,18,39
7,22,183,403,624,129,1,15,56,20,30,5,17,347,1215,1228,1130,360,7,22,5,2,723,3,57,11,8,1,0,0,2,6,12,3,16,1,744,8,23,2,2,3,2,16,25,31,10,0,4,7,0,9,0,0,0,0,19,7,13
59,117,2137,3108,5443,1538,0,32,333,237,94,18,69,1035,2362,2309,2457,593,22,55,5,1,4044,3,155,10,40,5,0,0,0,9,38,9,51,8,2203,11,65,16,1,1,5,23,49,97,38,4,10,41,2,42,3,2,0,0,50,44,47
20,145,1326,1240,1924,458,1,0,45,39,28,6,22,666,1234,1070,880,174,16,54,10,3,1603,2,15,24,26,2,0,0,8,18,25,7,44,3,785,13,24,5,1,1,6,21,37,43,30,2,10,27,0,24,0,0,0,0,50,28,36
44,95,2493,4437,6813,1973,1,87,647,571,336,69,78,736,3022,6119,5693,1205,26,57,5,5,3800,6,389,26,31,1,0,0,0,14,41,4,53,11,2127,14,77,28,4,1,13,50,78,47,42,4,5,37,0,48,1,0,0,0,57,30,49
47,29,507,819,1090,312,0,1,2,3,1,1,36,247,717,702,794,354,14,59,11,3,807,1,3,36,18,1,0,0,11,19,29,7,50,0,483,16,19,0,1,3,6,30,18,14,27,7,14,10,0,16,0,0,0,0,61,22,32
97,247,2042,2643,3772,1549,0,0,71,69,87,16,44,315,1978,1771,1694,454,19,48,7,6,2857,4,108,31,14,1,1,2,3,13,30,1,41,4,1298,19,31,2,1,1,9,21,39,48,28,6,7,23,0,20,15,0,0,0,46,23,38
125,351,4646,7904,11374,3444,0,99,473,383,168,18,181,1474,6504,8341,8036,1611,39,78,5,6,8077,8,228,35,35,6,2,0,3,14,56,8,72,7,4552,24,79,35,5,5,13,44,89,98,52,5,18,50,12,51,2,10,7,0,71,46,62
36,84,969,1376,2290,638,0,0,24,29,27,3,22,296,1576,1639,1506,372,12,35,5,5,1139,2,23,21,12,0,0,0,2,14,18,3,32,3,813,10,23,3,0,2,5,18,32,18,24,3,4,19,0,18,0,0,0,0,34,15,25
9,23,417,466,740,181,0,0,6,6,4,0,2,93,319,355,344,60,8,19,1,2,720,1,7,5,12,0,0,0,1,7,11,0,17,0,405,4,18,3,0,1,5,9,22,20,13,3,0,12,0,10,0,0,0,0,17,10,13
373,580,4792,5979,9348,4451,12,127,1112,466,586,68,381,1253,4258,5590,8693,3155,24,72,9,5,8481,12,636,32,39,3,0,0,5,19,42,10,60,9,3895,28,27,11,0,2,6,21,49,76,51,5,8,55,16,21,34,3,5,0,65,45,58
24,192,1034,1142,2465,570,0,0,45,102,42,5,35,565,1516,1438,1772,392,17,39,11,5,1489,1,39,24,13,1,0,1,3,8,26,2,33,3,993,16,31,4,1,1,7,12,40,49,23,2,6,18,0,23,1,0,0,0,38,16,26
5,36,226,280,802,203,0,0,0,0,0,0,16,192,621,567,526,95,8,19,7,2,791,0,0,6,12,0,1,0,1,8,10,1,14,3,647,7,17,2,1,0,5,11,17,30,9,0,5,9,0,11,0,0,0,0,19,12,13
44,62,836,1381,1369,405,0,0,50,41,14,5,40,496,1093,1017,944,287,9,53,11,2,1385,1,15,37,17,0,0,1,7,15,28,6,44,4,856,20,19,2,0,1,7,19,29,27,19,5,14,17,0,27,0,0,0,0,54,18,32
9,17,95,190,480,106,0,0,0,0,0,0,2,73,309,292,288,65,3,9,3,0,291,0,0,5,5,0,0,0,3,2,7,1,8,0,271,7,8,3,2,0,3,8,14,17,7,0,2,5,0,6,0,0,0,0,9,6,6
34,163,1415,1821,3747,933,0,1,104,165,67,8,12,476,1207,943,1252,307,20,42,4,2,2069,3,66,13,24,1,0,1,3,10,27,2,39,1,925,13,26,2,1,0,6,10,43,35,25,2,8,24,0,28,0,0,0,0,37,22,30
91,281,4248,5683,7170,2060,0,3,55,78,48,9,147,702,2359,2481,2429,841,30,63,12,1,6256,2,44,39,22,2,0,0,3,13,39,11,54,11,2453,10,34,3,0,3,7,16,38,56,51,1,8,33,1,51,2,0,0,0,63,30,55
3,39,310,472,1010,204,0,0,0,0,0,0,8,227,460,527,512,91,5,24,1,0,1155,0,0,6,13,4,1,0,0,4,20,0,23,3,394,3,4,7,3,0,0,2,12,18,14,0,6,19,0,18,0,3,0,0,22,18,16
28,235,1413,1386,1519,507,0,0,0,0,0,0,23,921,1669,1528,2122,626,10,22,5,0,1297,0,0,8,13,0,0,0,0,6,15,2,19,2,1124,5,22,4,1,1,4,20,43,33,15,3,2,16,0,16,0,0,0,0,21,12,18
153,259,3112,3603,3524,1496,0,23,81,97,2,3,96,836,1088,1367,1242,468,20,55,13,7,3995,3,102,40,15,1,0,0,2,23,28,7,46,10,1597,19,22,5,0,6,8,10,30,49,29,1,18,24,0,36,0,2,0,0,51,17,38
265,64,993,1526,3533,1381,0,0,6,6,8,0,133,1900,2810,2782,4692,914,7,28,4,7,1756,1,15,15,13,0,0,0,3,5,19,3,27,4,1070,11,21,4,0,2,2,21,28,35,15,2,6,14,0,18,0,3,0,0,27,16,17
62,116,1392,2088,4318,1276,0,0,0,0,0,0,68,761,1840,2135,2090,478,15,40,7,3,2800,0,0,16,23,1,0,0,2,9,27,2,33,4,1509,13,24,5,1,0,3,13,35,37,22,1,9,20,0,25,0,1,0,0,39,19,29
63,39,352,396,724,211,0,52,114,27,0,1,11,161,539,546,550,173,3,19,2,2,392,2,49,9,11,0,0,0,3,5,10,3,16,0,459,8,15,4,2,1,6,16,14,31,10,2,1,10,0,9,0,0,0,0,18,9,12
59,136,1287,1972,3386,898,0,0,1,11,25,6,39,221,835,1440,1484,660,26,56,9,6,2919,1,39,23,34,0,0,0,5,12,39,2,53,8,1109,21,29,7,1,1,8,28,51,40,39,4,9,28,0,39,1,0,0,0,53,31,42
48,305,3074,3379,5443,1653,0,1,7,4,26,4,30,639,1471,1183,2064,570,28,54,7,3,4245,2,14,26,27,0,0,0,2,14,33,7,45,8,1165,15,28,4,0,2,8,10,32,61,33,4,8,30,0,39,4,0,0,0,51,32,42
117,892,4049,4897,8633,2802,2,0,21,21,43,9,125,514,1390,1522,2938,1014,15,36,5,1,6248,2,76,16,17,3,0,0,2,2,22,11,32,10,1697,17,23,7,2,1,5,12,35,43,26,0,7,20,0,31,2,7,0,0,35,16,32
12,43,499,801,1270,259,0,0,19,25,30,4,33,523,1285,1473,1015,257,8,38,8,5,746,1,21,18,18,0,0,0,7,12,19,3,33,0,539,8,26,1,0,0,8,21,27,20,23,3,4,19,0,19,0,0,0,0,37,15,21
333,172,2567,4613,8578,3285,0,13,147,112,32,2,185,1205,2783,3243,3039,1121,19,45,10,3,5306,4,211,18,27,1,0,0,0,10,30,6,37,11,2965,22,47,7,1,1,5,19,54,73,32,4,6,29,0,36,2,6,1,0,44,27,38
6,39,876,1415,2058,416,0,1,108,165,123,14,32,318,1831,2995,2830,599,13,32,5,2,1414,3,100,12,19,1,0,0,3,13,15,3,31,1,1291,11,46,21,3,1,13,33,42,33,25,2,0,16,0,20,1,0,0,0,28,19,23
42,71,611,850,734,188,0,1,5,9,3,3,57,267,631,588,348,148,13,62,7,11,1009,3,24,53,13,0,0,1,6,27,27,12,55,1,762,20,25,3,0,4,14,22,31,34,32,4,16,15,0,21,0,0,0,0,65,31,41
42,316,1239,866,1424,495,3,27,28,15,11,2,35,162,488,497,534,350,9,27,4,3,1460,2,38,15,10,0,0,0,2,4,16,5,22,2,778,21,15,2,0,0,5,11,30,36,15,1,7,6,0,16,0,0,0,0,25,15,18
345,302,4653,8768,13550,5279,3,55,614,420,284,37,87,340,2189,4004,5438,1945,22,60,7,4,7331,2,341,30,30,1,0,0,2,18,35,6,55,7,2717,28,43,11,1,5,9,34,58,81,33,7,14,39,1,51,2,1,0,0,58,36,49
177,625,4182,6700,10768,2813,0,44,189,238,111,12,111,810,3106,4135,3808,1023,47,117,20,12,7062,4,109,48,60,8,2,0,8,34,75,4,103,10,3475,32,101,28,6,2,18,70,123,109,78,9,17,62,2,80,0,2,0,0,110,60,90
32,64,593,961,1698,414,0,0,0,0,0,0,36,651,1193,1160,1177,334,12,38,10,3,1275,0,0,25,13,0,0,1,4,8,22,5,29,3,863,18,22,7,0,2,11,15,41,46,25,1,4,11,0,20,0,0,0,0,35,15,24
11,145,1149,1165,936,125,0,0,0,0,0,0,4,65,307,400,433,87,1,6,1,0,1182,0,0,3,3,0,0,0,0,1,4,1,5,1,421,4,8,2,0,0,2,4,10,18,4,1,1,5,0,4,1,0,0,0,6,1,6
68,266,1997,2066,2694,743,0,45,89,16,4,0,55,556,1646,2132,2841,735,17,40,8,3,2464,1,20,24,17,0,0,0,1,12,28,1,37,5,2323,24,44,2,2,3,6,19,52,83,27,0,11,26,0,27,0,0,0,0,42,17,34
49,135,1601,2646,4654,1074,0,119,616,495,298,21,220,1076,3566,5671,5260,941,27,56,6,6,3128,6,308,26,28,1,0,0,3,21,28,5,51,6,2715,27,71,16,5,2,11,42,88,77,40,2,9,34,0,38,0,0,0,0,55,27,43
6,10,72,127,136,57,0,0,0,0,0,0,2,69,176,144,139,56,0,5,2,1,177,0,0,6,0,0,0,0,2,1,4,0,5,0,293,4,3,3,1,0,3,3,12,12,4,0,0,2,0,3,0,0,0,0,6,1,5
81,93,665,644,1703,619,0,0,6,6,8,0,164,491,726,1021,1829,501,4,21,4,2,938,1,15,9,10,1,0,0,1,5,11,4,20,1,766,8,15,2,0,2,2,12,23,27,4,5,9,8,0,15,0,2,0,0,18,14,14
48,39,551,1063,1478,364,0,1,107,184,14,6,39,98,586,1010,1134,351,8,50,3,5,1665,3,110,41,11,0,0,0,6,12,29,8,47,3,1509,22,32,3,0,7,6,28,56,70,26,4,9,26,1,25,10,0,0,0,51,24,35
82,115,834,1266,1689,466,0,45,89,16,4,0,64,562,1653,2211,2600,702,15,33,6,2,1611,1,20,19,14,0,0,0,1,11,22,0,30,8,1684,15,27,1,1,3,4,12,37,51,22,0,7,18,0,24,0,0,0,0,34,13,27
20,145,1349,1302,1945,463,1,0,45,39,28,6,27,699,1325,1106,1016,196,16,56,11,3,1634,2,15,24,28,2,0,0,8,18,27,7,46,3,941,16,25,5,1,2,7,21,41,48,32,2,10,27,0,25,0,0,0,0,52,29,37
77,125,1425,2570,3614,1093,0,0,0,0,0,0,27,386,1462,1785,1736,366,19,42,9,3,2799,0,0,29,13,0,0,0,4,10,30,1,34,8,1539,13,23,4,0,5,13,28,47,52,28,1,9,15,0,27,0,0,0,0,41,19,31
36,56,617,946,1092,271,0,2,20,15,2,0,114,578,1962,2096,1955,618,12,30,7,4,1021,2,31,17,13,1,0,0,0,13,17,2,27,3,1454,14,12,3,0,2,7,21,31,23,15,2,11,8,1,22,2,0,0,0,31,17,19
0,56,236,186,191,56,0,0,0,0,0,0,5,88,344,447,385,92,4,14,3,1,292,0,0,9,4,0,0,0,3,3,7,1,12,0,494,0,13,2,0,0,1,6,20,24,8,0,2,7,0,5,0,0,0,0,14,5,10
12,44,512,822,1286,264,0,0,19,25,30,4,34,541,1384,1587,1082,265,8,40,8,5,767,1,21,19,19,0,0,0,7,13,20,3,35,0,618,8,26,2,0,0,8,21,29,26,24,3,4,20,0,20,0,0,0,0,39,16,22
19,23,93,237,509,191,0,0,0,0,0,0,12,79,188,132,178,35,2,6,0,1,192,0,0,3,4,0,0,0,0,3,4,1,6,0,216,3,5,2,0,0,0,7,9,14,2,1,3,5,0,5,0,0,0,0,7,3,5
14,151,701,928,1445,347,1,0,19,43,17,9,24,188,872,793,879,293,8,29,6,3,1329,1,22,20,11,0,0,0,2,7,19,5,27,1,934,7,22,3,1,3,4,21,23,47,19,0,6,12,0,19,0,0,0,0,30,16,22
320,444,6418,9939,15774,5250,0,99,506,428,179,18,308,2566,8571,10088,9753,2243,42,91,8,5,10641,8,284,31,51,8,2,0,1,15,66,11,83,11,5811,33,93,36,6,5,15,50,107,118,67,5,18,62,12,65,1,13,7,0,82,59,74
221,647,4144,5290,6932,2640,3,1,28,6,6,7,385,820,2232,2672,3026,1557,22,50,9,7,6242,2,34,37,15,0,0,0,5,10,30,8,44,11,2956,34,50,11,2,1,8,33,66,62,33,2,10,18,0,36,3,1,0,0,51,25,38
1318,413,6800,10196,12369,6048,7,11,198,295,88,7,640,1948,4303,5666,7236,3881,40,130,24,8,11483,7,155,78,53,1,0,0,4,42,83,9,107,26,4891,39,65,14,1,7,19,34,63,104,71,13,28,91,15,58,43,2,2,0,126,55,95
86,164,1745,2988,5455,1657,0,74,106,32,6,6,101,535,2506,3587,3331,855,18,40,4,1,3099,2,32,11,23,6,0,0,0,7,30,3,38,6,1757,11,38,16,0,0,5,21,47,33,29,5,3,33,1,26,5,6,0,0,34,26,32
35,62,797,956,735,201,0,0,0,0,0,0,56,370,1575,2115,1938,546,11,49,3,7,1138,2,20,39,11,1,0,0,6,17,28,3,43,3,1090,16,20,3,1,1,9,24,42,30,22,3,14,13,0,24,0,0,0,0,50,17,32
34,200,1020,989,1099,349,0,0,0,0,0,0,113,185,589,868,1035,682,12,30,4,2,1138,0,0,15,14,0,1,0,4,11,13,3,24,0,844,9,16,3,0,0,6,19,23,27,14,4,8,14,2,13,0,0,0,0,26,10,22
43,122,1250,1575,2638,716,0,0,25,29,31,3,23,344,1765,1815,1681,409,14,41,6,5,1413,3,33,25,14,0,0,0,3,14,23,3,35,3,985,12,30,4,2,2,7,21,37,33,28,3,5,22,0,23,0,0,0,0,40,18,30
2613,1928,26875,32994,48146,19955,2,30,399,367,238,46,2518,6289,15775,20215,23057,9940,60,148,16,1,23443,6,88,29,97,18,3,0,2,30,101,17,134,17,10670,38,193,81,29,4,15,79,177,240,99,19,20,117,35,41,73,22,3,0,126,121,127
8,62,418,285,237,83,0,7,81,150,17,0,82,693,1730,1502,2191,808,0,7,2,1,256,1,106,4,4,0,0,0,3,1,6,2,5,0,643,7,13,2,1,1,3,10,13,21,4,0,2,4,0,3,0,0,0,0,8,3,4
17,50,389,401,911,267,0,0,0,0,0,0,39,86,216,296,370,170,0,10,0,0,668,0,0,1,8,0,1,0,0,1,8,1,9,1,312,3,6,4,1,0,0,7,11,8,5,2,2,7,3,8,0,4,0,0,7,8,9
11,25,448,529,893,183,0,0,0,0,0,0,3,115,388,425,407,91,9,22,3,2,788,0,0,7,14,0,0,0,3,9,13,1,21,0,470,9,20,4,0,1,6,13,27,24,15,3,2,14,0,11,0,0,0,0,20,12,14
17,13,208,351,497,135,0,0,0,0,0,0,35,326,613,289,315,191,4,14,3,2,329,0,0,8,5,0,0,0,0,7,6,1,9,0,214,7,7,0,0,0,3,9,11,11,9,0,2,5,0,8,1,0,0,0,14,5,10
17,20,736,869,1111,344,1,2,119,151,88,20,9,443,815,1199,1681,337,8,17,3,1,1023,1,96,12,5,0,0,0,0,2,13,2,15,2,575,8,13,0,1,0,3,12,12,25,11,0,4,11,0,14,1,0,0,0,17,5,16
60,204,1263,1971,3922,1011,0,1,62,89,28,11,42,487,1367,1980,1804,623,24,76,7,4,2154,3,45,34,41,2,0,0,3,33,37,8,68,1,1079,20,32,8,0,2,21,29,54,41,45,5,17,34,0,50,2,0,0,0,73,47,57
111,208,1380,1799,2288,682,0,0,8,8,8,2,80,385,1465,2067,1520,508,22,56,8,10,1666,2,21,38,17,1,0,0,2,22,25,10,49,2,1096,17,27,4,0,0,11,24,45,25,36,2,11,18,0,33,0,0,0,0,55,22,46
47,110,1373,2137,3581,867,0,42,164,86,24,3,50,815,2132,3423,3736,850,20,41,4,3,2748,2,83,17,24,1,0,0,2,9,28,3,35,4,1439,5,28,14,6,0,4,22,43,45,27,1,11,34,0,30,1,0,0,0,40,26,33
31,56,868,1237,1885,334,0,0,0,0,0,0,96,134,518,697,734,364,22,61,17,3,2052,0,0,37,25,1,1,0,6,17,39,9,52,7,978,19,25,3,1,2,11,18,42,54,32,2,16,24,1,24,14,0,0,0,63,33,46
13,89,584,863,1747,443,0,1,67,147,65,8,9,390,1043,820,1026,226,12,30,4,2,1029,3,58,12,14,0,0,1,3,8,18,1,27,1,710,10,23,2,1,0,4,10,31,30,17,1,5,12,0,18,0,0,0,0,28,14,20
27,75,1757,3568,5702,1629,0,85,528,420,248,49,69,300,2235,4937,4019,868,18,40,2,4,2777,5,293,14,26,1,0,0,0,12,28,2,38,9,1602,6,64,28,3,1,9,40,65,29,31,4,1,26,0,34,0,0,0,0,40,25,33
103,338,2723,4473,6888,1790,0,43,153,165,77,4,24,302,1921,2716,2218,455,30,66,11,5,3870,2,76,28,34,4,0,0,2,16,49,1,61,6,1891,13,60,17,3,2,10,39,71,47,45,6,6,42,0,49,0,0,0,0,65,33,51
11,8,688,1119,1253,195,0,0,0,0,0,0,19,345,678,837,756,174,8,22,7,3,1340,0,0,16,6,0,0,0,0,5,16,1,18,3,712,7,16,2,1,1,4,13,22,26,11,0,8,4,0,16,0,0,0,0,21,9,14
101,337,3053,4195,4031,1276,0,64,239,126,34,7,69,1381,4315,4981,3835,640,26,50,14,5,3136,6,100,33,16,1,0,0,0,12,34,4,46,4,2598,14,48,16,3,1,12,38,64,85,37,3,10,35,0,33,0,0,0,0,49,24,43
61,91,1381,1879,2979,722,0,20,115,43,30,4,51,968,2440,2416,2775,656,21,51,13,7,1994,2,26,28,22,0,0,1,3,13,31,4,43,3,1402,17,34,7,0,0,9,26,35,41,31,5,9,23,0,32,0,0,0,0,50,24,41
46,54,819,1298,1764,442,0,31,128,115,31,0,43,200,511,628,818,303,13,38,6,6,1728,4,145,27,11,0,1,0,6,10,21,3,31,2,815,23,25,2,1,1,5,18,30,41,17,0,16,10,0,25,0,0,0,0,35,18,28
26,59,552,933,1595,385,0,0,0,0,0,0,32,663,1250,1157,1148,304,12,37,10,3,1209,0,0,26,11,0,0,1,4,9,20,5,28,3,853,19,22,6,0,2,11,17,40,46,24,1,3,10,0,19,0,0,0,0,35,14,22
16,50,675,918,1528,434,1,23,51,30,8,3,14,145,426,672,533,181,9,27,6,1,1258,2,33,9,17,0,0,0,0,5,20,2,26,1,532,10,13,1,0,0,4,5,23,13,17,1,7,13,0,21,0,0,0,0,27,20,16
65,69,1893,2999,3624,1045,0,19,145,174,66,9,63,255,1202,1551,1460,596,13,61,3,7,2389,5,154,32,26,0,0,0,1,27,30,4,52,6,1374,21,52,6,1,2,16,40,41,38,41,4,4,18,0,36,2,0,0,0,54,25,40
14,189,1426,1209,1787,504,0,0,0,0,0,0,15,224,665,865,1083,297,9,21,5,2,1520,0,0,10,12,0,0,0,0,5,16,1,20,1,1125,13,28,2,1,1,2,12,28,48,15,0,6,14,0,14,0,0,0,0,22,13,19
108,90,1365,2130,3449,1184,0,0,48,132,59,22,31,1165,1961,2581,2561,735,16,35,4,2,1895,2,52,16,20,0,0,0,0,14,23,0,34,0,1301,14,36,11,1,0,6,22,37,51,25,3,5,22,0,24,2,0,0,0,35,16,30
26,922,2156,2106,2288,502,0,16,12,8,2,1,460,8636,13548,12636,13901,6272,8,68,3,1,2106,1,9,27,37,1,0,0,20,24,25,5,31,2,3167,11,11,1,1,5,18,25,23,18,35,12,6,2,8,7,0,0,0,0,62,27,50
49,247,2971,3321,5562,1694,0,2,11,16,49,7,35,781,1720,1448,2376,650,29,49,6,2,4334,3,45,23,25,0,0,0,2,12,33,6,39,7,1296,18,38,6,0,1,8,13,40,65,30,4,9,30,0,37,4,0,0,0,46,28,40
24,192,1034,1142,2465,570,0,0,45,102,42,5,35,565,1516,1438,1772,392,17,39,11,5,1489,1,39,24,13,1,0,1,3,8,26,2,33,3,993,16,31,4,1,1,7,12,40,49,23,2,6,18,0,23,1,0,0,0,38,16,26
63,297,1725,2968,4051,941,2,15,118,160,82,14,76,720,2323,2680,2177,574,40,89,18,10,3777,6,120,50,37,0,0,1,4,30,49,8,81,4,1850,18,68,13,1,3,18,38,73,76,55,3,21,46,1,54,0,0,0,0,88,48,74
150,103,1737,2616,3356,968,0,0,0,0,0,0,34,337,1152,1539,1788,474,17,45,10,5,3046,0,0,26,19,0,0,0,2,9,29,6,45,4,1293,28,25,3,1,1,2,13,35,40,30,1,10,10,1,33,0,0,0,0,45,24,38
10,89,1133,1112,962,256,0,38,208,281,47,20,9,219,680,651,610,138,12,21,4,3,1136,3,134,12,9,0,0,0,1,6,15,0,20,6,550,4,12,2,0,2,6,11,25,23,15,0,3,10,0,14,0,0,1,0,20,10,17
13,171,1274,1534,4524,1216,1,2,63,97,50,0,27,568,1951,2128,2799,410,8,29,0,0,3134,1,69,8,12,7,3,0,0,7,22,2,28,3,1471,5,25,9,0,0,1,14,23,18,20,1,5,19,1,22,0,4,0,0,23,22,24
31,94,669,611,435,200,1,3,113,273,108,15,38,133,795,1321,1121,394,8,22,6,6,690,4,122,14,9,0,0,0,2,7,13,1,18,3,1225,12,24,2,1,3,9,28,36,38,15,2,5,8,0,13,0,0,0,0,23,12,18
88,357,2328,3359,5831,1526,3,146,644,510,309,23,242,1033,3881,5999,5600,1167,35,79,9,9,4193,8,346,39,36,1,0,0,5,24,42,9,69,7,3269,43,80,18,5,2,15,47,111,96,53,3,15,40,0,50,0,0,0,0,76,38,58
64,83,1843,2676,3550,952,0,0,0,0,0,0,157,425,1681,2531,3147,879,18,54,5,7,2556,0,0,39,15,0,0,0,3,12,31,11,48,3,1634,23,27,5,1,3,6,27,51,47,31,1,10,18,0,38,1,0,0,0,53,27,34
6,39,876,1415,2058,416,0,1,108,165,123,14,32,318,1831,2995,2830,599,13,32,5,2,1414,3,100,12,19,1,0,0,3,13,15,3,31,1,1291,11,46,21,3,1,13,33,42,33,25,2,0,16,0,20,1,0,0,0,28,19,23
29,46,521,673,1442,371,0,0,0,0,0,0,17,463,770,634,619,161,12,28,8,1,1317,0,0,17,11,0,1,0,2,5,20,3,25,2,706,8,16,2,0,1,0,10,22,38,13,1,14,11,0,20,0,1,0,0,27,18,23
208,367,3957,5312,8254,3096,0,70,350,248,54,1,37,1137,2498,2809,3315,386,24,50,8,5,4445,5,126,30,21,0,0,0,0,12,33,6,42,6,1598,18,30,7,2,1,3,29,41,55,33,3,10,29,0,42,0,4,0,0,49,20,38
